date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:27	213787/213787	---MC-	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:16:03%20GMT	http://localhost/index.php/wp-json/	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/index.html	(from http://localhost/)
18:16:30	95840/95840	---M--	200	added ('OK')	font/woff	etag:%2217660-6271ef29f4d79%22	http://localhost/wp-content/themes/variations/assets/fonts/work-sans/work-sans.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/work-sans/work-sans.woff	(from http://localhost/)
18:16:31	38248/38248	---M--	200	added ('OK')	font/woff2	etag:%229568-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/prata/prata.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/prata/prata.woff2	(from http://localhost/)
18:16:36	50492/50492	---M--	200	added ('OK')	font/woff	etag:%22c53c-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/prata/prata.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/prata/prata.woff	(from http://localhost/)
18:16:40	55956/55956	---M--	200	added ('OK')	font/woff2	etag:%22da94-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Thin.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Thin.woff2	(from http://localhost/)
18:16:45	188920/188920	---M--	200	added ('OK')	font/ttf	etag:%222e1f8-6271ef29f4d79%22	http://localhost/wp-content/themes/variations/assets/fonts/work-sans/work-sans.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/work-sans/work-sans.ttf	(from http://localhost/)
18:16:46	96948/96948	---M--	200	added ('OK')	font/ttf	etag:%2217ab4-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/prata/prata.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/prata/prata.ttf	(from http://localhost/)
18:16:48	78320/78320	---M--	200	added ('OK')	font/woff	etag:%22131f0-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Thin.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Thin.woff	(from http://localhost/)
18:16:55	56584/56584	---M--	200	added ('OK')	font/woff2	etag:%22dd08-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Regular.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Regular.woff2	(from http://localhost/)
18:16:59	78752/78752	---M--	200	added ('OK')	font/woff	etag:%22133a0-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Regular.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Regular.woff	(from http://localhost/)
18:17:05	60568/60568	---M--	200	added ('OK')	font/woff2	etag:%22ec98-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Italic.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Italic.woff2	(from http://localhost/)
18:17:09	178896/178896	---M--	200	added ('OK')	font/ttf	etag:%222bad0-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans-thin_normal_100.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans-thin_normal_100.ttf	(from http://localhost/)
18:17:12	83656/83656	---M--	200	added ('OK')	font/woff	etag:%22146c8-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Italic.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Italic.woff	(from http://localhost/)
18:17:17	175748/175748	---M--	200	added ('OK')	font/ttf	etag:%222ae84-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_normal_400.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_normal_400.ttf	(from http://localhost/)
18:17:19	56588/56588	---M--	200	added ('OK')	font/woff2	etag:%22dd0c-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Bold.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Bold.woff2	(from http://localhost/)
18:17:25	78348/78348	---M--	200	added ('OK')	font/woff	etag:%221320c-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Bold.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/IBMPlexSans-Bold.woff	(from http://localhost/)
18:17:34	184020/184020	---M--	200	added ('OK')	font/ttf	etag:%222ced4-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_italic_400.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_italic_400.ttf	(from http://localhost/)
18:17:35	99464/99464	---M--	200	added ('OK')	font/woff2	etag:%2218488-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/inter/Inter-Regular.woff2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/inter/Inter-Regular.woff2	(from http://localhost/)
18:17:45	175712/175712	---M--	200	added ('OK')	font/ttf	etag:%222ae60-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_normal_700.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/ibm-plex-mono/ibm-plex-sans_normal_700.ttf	(from http://localhost/)
18:17:49	80648/80648	---M--	200	added ('OK')	font/ttf	etag:%2213b08-6271ef29ed367%22	http://localhost/wp-content/themes/variations/assets/fonts/hedvig-letters-serif/hedvig-letters-serif-regular.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/hedvig-letters-serif/hedvig-letters-serif-regular.ttf	(from http://localhost/)
18:17:50	151496/151496	---M--	200	added ('OK')	font/woff	etag:%2224fc8-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/inter/Inter-Regular.woff	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/inter/Inter-Regular.woff	(from http://localhost/)
18:18:01	78002/78002	---M--	200	added ('OK')	image/png	etag:%22130b2-6274f2336fece%22	http://localhost/wp-content/uploads/2024/11/LOGOPAINT-removebg-preview-1.png	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/LOGOPAINT-removebg-preview-1.png	(from http://localhost/)
18:18:02	105136/105136	---M--	200	added ('OK')	font/ttf	etag:%2219ab0-6271ef29f4d79%22	http://localhost/wp-content/themes/variations/assets/fonts/young-serif/young-serif.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/young-serif/young-serif.ttf	(from http://localhost/)
18:18:02	75006/75006	---M--	200	added ('OK')	image/webp	etag:%22124fe-62720386392dc%22	http://localhost/wp-content/uploads/2024/11/MCP.webp	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/MCP.webp	(from http://localhost/)
18:18:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Nov%202024%2017:18:02%20GMT	http://localhost/index.php/home/	C:/My%20Web%20Sites/testy/localhost/index.php/home/index.html	(from http://localhost/)
18:18:08	35992/35992	---M--	200	added ('OK')	image/webp	etag:%228c98-6273ae6670fb1%22	http://localhost/wp-content/uploads/2024/11/MCP2.JPG.webp	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/MCP2.JPG.webp	(from http://localhost/)
18:18:08	73712/73712	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Nov%202024%2017:18:02%20GMT	http://localhost/index.php/services/	C:/My%20Web%20Sites/testy/localhost/index.php/services/index.html	(from http://localhost/)
18:18:10	39168/39168	---M--	200	added ('OK')	image/webp	etag:%229900-62758404ca58b%22	http://localhost/wp-content/uploads/2024/11/ENERGY-SOLAR-1.webp	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/ENERGY-SOLAR-1.webp	(from http://localhost/)
18:18:13	52915/52915	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Nov%202024%2017:18:08%20GMT	http://localhost/index.php/about-us/	C:/My%20Web%20Sites/testy/localhost/index.php/about-us/index.html	(from http://localhost/)
18:18:15	52042/52042	---MC-	200	added ('OK')	text/html	date:Wed,%2020%20Nov%202024%2017:18:10%20GMT	http://localhost/index.php/contact/	C:/My%20Web%20Sites/testy/localhost/index.php/contact/index.html	(from http://localhost/)
18:18:37	132220/132220	---M--	200	added ('OK')	image/jpeg	etag:%222047c-62751104bb704%22	http://localhost/wp-content/uploads/2024/11/f1bf9e66-8134-4020-b0d9-b7f5fcf01d5b-2.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/f1bf9e66-8134-4020-b0d9-b7f5fcf01d5b-2.jpg	(from http://localhost/)
18:18:48	62829/62829	---M--	200	added ('OK')	image/jpeg	etag:%22f56d-62757a7a9735b%22	http://localhost/wp-content/uploads/2024/11/314a54c3-5c5c-4019-a017-6e72b53b4495-6.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/314a54c3-5c5c-4019-a017-6e72b53b4495-6.jpg	(from http://localhost/)
18:18:57	284840/284840	---M--	200	added ('OK')	image/jpeg	etag:%22458a8-627510647673a%22	http://localhost/wp-content/uploads/2024/11/2aa941b6-65a3-4d5c-bfed-c84f07ad3332-1.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/2aa941b6-65a3-4d5c-bfed-c84f07ad3332-1.jpg	(from http://localhost/)
18:19:05	48091/48091	---M--	200	added ('OK')	image/jpeg	etag:%22bbdb-62757aa76319b%22	http://localhost/wp-content/uploads/2024/11/cf27b812-f041-4e77-bd05-f421e1a8df98-4.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/cf27b812-f041-4e77-bd05-f421e1a8df98-4.jpg	(from http://localhost/)
18:19:27	451491/451491	---M--	200	added ('OK')	image/jpeg	etag:%226e3a3-627510d56c994%22	http://localhost/wp-content/uploads/2024/11/47d32460-5d1a-4090-9ec0-843112fe0b30.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/47d32460-5d1a-4090-9ec0-843112fe0b30.jpg	(from http://localhost/)
18:19:47	804612/804612	---M--	200	added ('OK')	font/ttf	etag:%22c4704-6271ef29f1070%22	http://localhost/wp-content/themes/variations/assets/fonts/inter/inter_normal_100-900.ttf	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/fonts/inter/inter_normal_100-900.ttf	(from http://localhost/)
18:20:08	249781/249781	---M--	200	added ('OK')	image/jpeg	etag:%223cfb5-6275851bb845d%22	http://localhost/wp-content/uploads/2024/11/6a521488-b16d-4f2f-beb4-a9ece93d53d4-9.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/6a521488-b16d-4f2f-beb4-a9ece93d53d4-9.jpg	(from http://localhost/)
18:20:21	78002/78002	---M--	200	added ('OK')	image/png	etag:%22130b2-6275a9d24df46%22	http://localhost/wp-content/uploads/2024/11/LOGOPAINT-removebg-preview-5.png	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/LOGOPAINT-removebg-preview-5.png	(from http://localhost/)
18:20:23	8171/8171	---M--	200	added ('OK')	text/javascript	etag:%221feb-5f287f2e2a640%22	http://localhost/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/testy/localhost/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from http://localhost/)
18:20:24	6625/6625	---M--	200	added ('OK')	text/javascript	etag:%2219e1-605bb4a4f5400%22	http://localhost/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/testy/localhost/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://localhost/)
18:20:27	250766/250766	---M--	200	added ('OK')	image/jpeg	etag:%223d38e-627585db37b57%22	http://localhost/wp-content/uploads/2024/11/6e7cddfb-7bb7-480e-9a44-0eaa4dedfd66-9.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/6e7cddfb-7bb7-480e-9a44-0eaa4dedfd66-9.jpg	(from http://localhost/)
18:20:28	498/498	---M--	200	added ('OK')	text/javascript	etag:%221f2-605de70b43200%22	http://localhost/wp-includes/js/dist/dom-ready.min.js?ver=392bdd43726760d1f3ca	C:/My%20Web%20Sites/testy/localhost/wp-includes/js/dist/dom-ready.minded6.js	(from http://localhost/)
18:20:29	6581/6581	---M--	200	added ('OK')	text/javascript	etag:%2219b5-62724abf9add7%22	http://localhost/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/testy/localhost/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from http://localhost/)
18:20:30	3480/3480	---M--	200	added ('OK')	text/javascript	etag:%22d98-6271ef2a0bbbd%22	http://localhost/wp-content/themes/variations/assets/js/frontend.js?ver=4.3.2	C:/My%20Web%20Sites/testy/localhost/wp-content/themes/variations/assets/js/frontend274c.js	(from http://localhost/)
18:20:35	14528/14528	---MC-	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:31%20GMT	http://localhost/index.php/wp-json/wp/v2/pages/37	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/wp/v2/pages/37.json	(from http://localhost/index.php/services/)
18:20:37	2054/2054	---M--	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:35%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fservices%2F	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embedb0cc.json	(from http://localhost/index.php/services/)
18:20:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Nov%202024%2017:20:37%20GMT	http://localhost/?p=37	C:/My%20Web%20Sites/testy/localhost/index4837.html	(from http://localhost/index.php/services/)
18:20:40	2209/2209	---M--	200	added ('OK')	text/xml	date:Wed,%2020%20Nov%202024%2017:20:38%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fservices%2F&format=xml	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embed9649	(from http://localhost/index.php/services/)
18:20:40	115127/115127	---M--	200	added ('OK')	text/javascript	etag:%221c1b7-60643d1669380%22	http://localhost/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/testy/localhost/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/)
18:20:41	1890/1890	---M--	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:40%20GMT	http://localhost/index.php/wp-json/wp/v2/pages/39	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/wp/v2/pages/39.json	(from http://localhost/index.php/about-us/)
18:20:42	621270/621270	---M--	200	added ('OK')	image/jpeg	etag:%2297ad6-627585cd6b8cc%22	http://localhost/wp-content/uploads/2024/11/51c7e8bb-a9ca-4508-bbfb-d73d470f04c7-8.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/51c7e8bb-a9ca-4508-bbfb-d73d470f04c7-8.jpg	(from http://localhost/)
18:20:43	2054/2054	---M--	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:41%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fabout-us%2F	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embedf3ff.json	(from http://localhost/index.php/about-us/)
18:20:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Nov%202024%2017:20:41%20GMT	http://localhost/?p=39	C:/My%20Web%20Sites/testy/localhost/indexba52.html	(from http://localhost/index.php/about-us/)
18:20:43	764124/764124	---M--	200	added ('OK')	image/jpeg	etag:%22ba8dc-62757aa1ae2cd%22	http://localhost/wp-content/uploads/2024/11/c65e0f0b-dedc-4297-aaea-bae63483128f-3.jpg	C:/My%20Web%20Sites/testy/localhost/wp-content/uploads/2024/11/c65e0f0b-dedc-4297-aaea-bae63483128f-3.jpg	(from http://localhost/)
18:20:44	2209/2209	---M--	200	added ('OK')	text/xml	date:Wed,%2020%20Nov%202024%2017:20:43%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embed8dfc	(from http://localhost/index.php/about-us/)
18:20:45	1407/1407	---M--	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:44%20GMT	http://localhost/index.php/wp-json/wp/v2/pages/41	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/wp/v2/pages/41.json	(from http://localhost/index.php/contact/)
18:20:46	2049/2049	---M--	200	added ('OK')	application/json	date:Wed,%2020%20Nov%202024%2017:20:45%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fcontact%2F	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embeded53.json	(from http://localhost/index.php/contact/)
18:20:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Nov%202024%2017:20:45%20GMT	http://localhost/?p=41	C:/My%20Web%20Sites/testy/localhost/indexcbb6.html	(from http://localhost/index.php/contact/)
18:20:48	2204/2204	---M--	200	added ('OK')	text/xml	date:Wed,%2020%20Nov%202024%2017:20:47%20GMT	http://localhost/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Findex.php%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/testy/localhost/index.php/wp-json/oembed/1.0/embedf0f8	(from http://localhost/index.php/contact/)
